date,rainfall_mm,temperature_c,humidity_pct,pressure_hpa,wind_speed_kmh,soil_moisture_pct,evaporation_mm,previous_flow_m3s,rainfall_lag_1,rainfall_lag_2,rainfall_lag_3,flow_lag_1,flow_lag_2,flow_lag_3,runoff_m3s
2013-06-29,0.0,15.43,74.94,1000.82,2.67,8.0,3.3,37.65,0.0,0.0,0.0,37.65,44.73,55.02,31.84
2013-06-30,3.37,20.9,72.45,1006.52,15.37,8.0,7.64,31.84,0.0,0.0,0.0,31.84,37.65,44.73,24.12
2013-07-01,0.0,16.1,79.33,1006.88,6.98,8.0,7.61,24.12,3.37,0.0,0.0,24.12,31.84,37.65,31.44
2013-07-02,29.28,15.62,79.18,1003.95,7.26,8.0,7.68,31.44,0.0,3.37,0.0,31.44,24.12,31.84,40.73
2013-07-03,50.62,14.39,85.11,1008.23,10.55,8.0,6.17,40.73,29.28,0.0,3.37,40.73,31.44,24.12,58.81
2013-07-04,0.0,15.53,74.24,1005.99,14.82,8.0,6.29,58.81,50.62,29.28,0.0,58.81,40.73,31.44,69.13
2013-07-05,0.0,14.84,89.2,1008.56,13.69,8.0,6.87,69.13,0.0,50.62,29.28,69.13,58.81,40.73,67.38
2013-07-06,6.92,,93.33,1008.79,13.17,8.0,8.15,67.38,0.0,0.0,50.62,67.38,69.13,58.81,59.54
2013-07-07,0.0,17.68,79.23,1003.43,8.91,8.0,6.71,59.54,6.92,0.0,0.0,59.54,67.38,69.13,56.22
2013-07-08,2.89,13.36,88.2,1006.24,8.85,8.0,4.76,56.22,0.0,6.92,0.0,56.22,59.54,67.38,54.73
2013-07-09,0.0,12.03,71.99,1008.64,11.21,8.0,7.1,54.73,2.89,0.0,6.92,54.73,56.22,59.54,51.16
2013-07-10,15.55,10.81,86.84,1014.21,9.54,8.0,7.01,51.16,0.0,2.89,0.0,51.16,54.73,56.22,53.82
2013-07-11,0.0,16.71,86.58,1009.6,13.11,8.0,8.64,53.82,15.55,0.0,2.89,53.82,51.16,54.73,48.0
2013-07-12,11.07,12.72,85.22,1005.03,12.91,8.0,5.26,48.0,0.0,15.55,0.0,48.0,53.82,51.16,43.0
2013-07-13,0.0,10.14,78.99,1010.37,12.07,8.0,7.45,43.0,11.07,0.0,15.55,43.0,48.0,53.82,35.85
2013-07-14,13.61,16.54,58.34,1016.95,1.16,8.0,5.85,35.85,0.0,11.07,0.0,35.85,43.0,48.0,36.92
2013-07-15,0.0,21.85,74.44,1013.03,10.45,8.0,7.07,36.92,13.61,0.0,11.07,36.92,35.85,43.0,29.15
2013-07-16,16.68,15.66,74.47,1011.22,9.62,8.0,5.47,29.15,0.0,13.61,0.0,29.15,36.92,35.85,40.6
2013-07-17,0.0,17.82,71.91,1012.15,10.59,8.0,5.7,40.6,16.68,0.0,13.61,40.6,29.15,36.92,35.58
2013-07-18,23.76,15.98,79.52,1015.76,7.36,8.0,5.85,35.58,0.0,16.68,0.0,35.58,40.6,29.15,42.62
2013-07-19,0.0,15.59,75.64,1013.97,5.36,8.0,5.49,42.62,23.76,0.0,16.68,42.62,35.58,40.6,42.74
2013-07-20,37.65,18.19,72.7,1011.47,11.62,8.0,7.3,42.74,0.0,23.76,0.0,42.74,42.62,35.58,60.13
2013-07-21,0.0,15.23,70.95,1014.02,8.75,8.0,7.82,60.13,37.65,0.0,23.76,60.13,42.74,42.62,62.15
2013-07-22,60.9,16.68,73.25,1003.32,12.01,8.0,7.21,62.15,0.0,37.65,0.0,62.15,60.13,42.74,85.48
2013-07-23,23.5,16.88,86.0,1001.26,7.65,8.0,5.34,85.48,60.9,0.0,37.65,85.48,62.15,60.13,105.45
2013-07-24,70.41,14.47,73.41,1009.6,14.96,8.0,6.65,105.45,23.5,60.9,0.0,105.45,85.48,62.15,140.01
2013-07-25,21.03,18.69,74.32,1009.21,13.5,8.0,7.98,140.01,70.41,23.5,60.9,140.01,105.45,85.48,150.33
2013-07-26,0.0,15.84,74.61,1006.19,11.04,8.0,6.42,150.33,21.03,70.41,23.5,150.33,140.01,105.45,145.96
2013-07-27,0.0,14.46,,1013.09,9.25,8.0,6.49,145.96,0.0,21.03,70.41,145.96,150.33,140.01,130.5
2013-07-28,2.58,17.76,80.76,999.7,12.98,8.0,8.42,130.5,0.0,0.0,21.03,130.5,145.96,150.33,118.47
2013-07-29,0.0,14.25,56.13,1006.39,11.37,8.0,7.51,118.47,2.58,0.0,0.0,118.47,130.5,145.96,103.47
2013-07-30,0.0,16.64,84.46,1006.7,10.84,8.0,6.59,103.47,0.0,2.58,0.0,103.47,118.47,130.5,88.77
2013-07-31,15.79,16.62,87.23,1000.99,13.65,8.0,6.65,88.77,0.0,0.0,2.58,88.77,103.47,118.47,89.63
2013-08-01,22.07,19.44,69.69,1016.71,14.99,8.0,9.61,89.63,15.79,0.0,0.0,89.63,88.77,103.47,88.63
2013-08-02,0.0,17.99,70.1,1002.49,5.62,8.0,5.91,88.63,22.07,15.79,0.0,88.63,89.63,88.77,84.17
2013-08-03,14.66,16.82,73.62,1006.41,6.32,8.0,8.34,84.17,0.0,22.07,15.79,84.17,88.63,89.63,81.52
2013-08-04,0.0,19.01,71.33,1013.95,7.27,8.0,8.12,81.52,14.66,0.0,22.07,81.52,84.17,88.63,74.44
2013-08-05,22.61,20.53,78.05,1012.7,4.74,8.0,6.51,74.44,0.0,14.66,0.0,74.44,81.52,84.17,77.47
2013-08-06,0.0,18.53,62.71,1003.99,9.78,8.0,6.22,77.47,22.61,0.0,14.66,77.47,74.44,81.52,72.71
2013-08-07,0.0,17.25,68.36,1013.0,12.1,8.0,7.4,72.71,0.0,22.61,0.0,72.71,77.47,74.44,63.64
2013-08-08,12.23,14.04,86.81,1011.1,9.93,8.0,7.65,63.64,0.0,0.0,22.61,63.64,72.71,77.47,59.7
2013-08-09,37.21,,69.38,1021.38,8.13,8.0,6.19,59.7,12.23,0.0,0.0,59.7,63.64,72.71,72.9
2013-08-10,14.56,16.73,84.42,1011.8,13.94,8.0,6.46,72.9,37.21,12.23,0.0,72.9,59.7,63.64,79.96
2013-08-11,27.68,16.07,78.05,1009.14,10.49,8.0,6.5,79.96,14.56,37.21,12.23,79.96,72.9,59.7,90.75
2013-08-12,0.0,17.22,62.73,1005.63,11.2,8.0,7.57,90.75,27.68,14.56,37.21,90.75,79.96,72.9,90.31
2013-08-13,16.72,17.92,79.68,1006.26,14.04,8.0,8.06,90.31,0.0,27.68,14.56,90.31,90.75,79.96,91.71
2013-08-14,0.0,19.2,74.25,1005.93,9.57,8.0,7.24,91.71,16.72,0.0,27.68,91.71,90.31,90.75,81.95
2013-08-15,39.03,17.8,71.71,1016.98,17.21,8.0,7.81,81.95,0.0,16.72,0.0,81.95,91.71,90.31,91.65
2013-08-16,0.0,19.29,76.45,1010.28,8.43,8.0,6.91,91.65,39.03,0.0,16.72,91.65,81.95,91.71,89.51
2013-08-17,0.0,18.33,77.88,1013.09,16.99,8.0,7.81,89.51,0.0,39.03,0.0,89.51,91.65,81.95,77.9
2013-08-18,66.75,13.34,79.34,1017.91,6.59,8.0,6.17,77.9,0.0,0.0,39.03,77.9,89.51,91.65,90.73
2013-08-19,0.0,16.03,82.46,998.62,11.81,8.0,7.33,90.73,66.75,0.0,0.0,90.73,77.9,89.51,94.75
2013-08-20,12.69,18.12,76.89,1016.88,7.75,8.0,6.58,94.75,0.0,66.75,0.0,94.75,90.73,77.9,94.75
2013-08-21,0.0,15.56,64.22,1010.84,13.92,8.0,6.8,94.75,12.69,0.0,66.75,94.75,94.75,90.73,84.3
2013-08-22,0.0,20.19,70.36,1012.81,8.33,8.0,8.12,84.3,0.0,12.69,0.0,84.3,94.75,94.75,76.67
2013-08-23,0.0,22.62,94.09,1006.57,11.02,8.0,7.91,76.67,0.0,0.0,12.69,76.67,84.3,94.75,67.52
2013-08-24,0.0,21.95,78.38,1007.01,7.72,8.0,7.75,67.52,0.0,0.0,0.0,67.52,76.67,84.3,59.22
2013-08-25,0.0,18.48,89.71,1013.31,13.28,8.0,6.98,59.22,0.0,0.0,0.0,59.22,67.52,76.67,57.35
2013-08-26,0.0,22.85,82.7,1022.87,7.7,8.0,7.18,57.35,0.0,0.0,0.0,57.35,59.22,67.52,49.59
2013-08-27,0.0,19.6,74.44,1016.04,15.89,8.0,7.56,49.59,0.0,0.0,0.0,49.59,57.35,59.22,44.55
2013-08-28,0.0,18.5,74.66,1017.43,6.51,8.0,7.77,44.55,0.0,0.0,0.0,44.55,49.59,57.35,37.15
2013-08-29,11.33,17.92,72.11,1010.22,5.29,8.0,5.54,37.15,0.0,0.0,0.0,37.15,44.55,49.59,41.07
2013-08-30,0.0,18.81,60.0,1008.26,13.33,8.0,6.96,41.07,11.33,0.0,0.0,41.07,37.15,44.55,39.58
2013-08-31,0.0,18.71,72.1,1007.44,7.93,8.0,6.94,39.58,0.0,11.33,0.0,39.58,41.07,37.15,42.36
2013-09-01,8.14,20.22,80.25,1008.98,9.97,8.0,6.39,42.36,0.0,0.0,11.33,42.36,39.58,41.07,41.19
2013-09-02,0.0,20.31,67.39,1001.24,8.87,8.0,8.36,41.19,8.14,0.0,0.0,41.19,42.36,39.58,38.96
2013-09-03,0.0,20.03,74.27,1007.96,5.41,8.0,5.52,38.96,0.0,8.14,0.0,38.96,41.19,42.36,35.12
2013-09-04,2.99,21.23,77.15,1008.87,9.73,8.0,7.22,35.12,0.0,0.0,8.14,35.12,38.96,41.19,37.67
2013-09-05,0.0,23.23,64.62,1010.88,14.43,8.0,8.06,37.67,2.99,0.0,0.0,37.67,35.12,38.96,35.03
2013-09-06,0.0,22.75,67.63,1012.5,13.51,8.0,8.43,35.03,0.0,2.99,0.0,35.03,37.67,35.12,30.9
2013-09-07,22.54,16.78,63.46,1013.73,10.81,8.0,6.51,30.9,0.0,0.0,2.99,30.9,35.03,37.67,33.53
2013-09-08,0.0,14.22,64.63,1011.93,13.89,8.0,7.53,33.53,22.54,0.0,0.0,33.53,30.9,35.03,26.29
2013-09-09,0.0,23.06,61.17,1009.18,6.29,8.0,6.49,26.29,0.0,22.54,0.0,26.29,33.53,30.9,26.16
2013-09-10,41.1,17.43,63.67,1002.36,8.86,8.0,6.12,26.16,0.0,0.0,22.54,26.16,26.29,33.53,39.23
2013-09-11,0.0,20.4,79.71,1009.38,11.39,8.0,7.37,39.23,41.1,0.0,0.0,39.23,26.16,26.29,31.68
2013-09-12,0.0,18.16,63.16,1007.48,9.54,8.0,7.03,31.68,0.0,41.1,0.0,31.68,39.23,26.16,31.38
2013-09-13,0.0,16.7,70.25,1014.76,9.14,8.0,6.63,31.38,0.0,0.0,41.1,31.38,31.68,39.23,23.97
2013-09-14,9.52,22.68,65.64,1017.06,5.8,8.0,6.73,23.97,0.0,0.0,0.0,23.97,31.38,31.68,30.93
2013-09-15,57.57,23.34,77.21,1017.3,2.72,8.0,7.68,30.93,9.52,0.0,0.0,30.93,23.97,31.38,53.08
2013-09-16,0.0,20.12,77.93,1016.47,12.86,8.0,7.99,53.08,57.57,9.52,0.0,53.08,30.93,23.97,63.7
2013-09-17,0.0,15.21,74.59,1012.11,10.85,8.0,7.12,63.7,0.0,57.57,9.52,63.7,53.08,30.93,64.54
2013-09-18,0.0,20.44,70.48,1010.25,13.16,8.0,8.73,64.54,0.0,0.0,57.57,64.54,63.7,53.08,60.36
2013-09-19,0.0,22.9,66.51,1009.21,8.47,8.0,6.37,60.36,0.0,0.0,0.0,60.36,64.54,63.7,61.17
2013-09-20,0.0,18.35,59.58,1005.49,7.51,8.0,8.51,61.17,0.0,0.0,0.0,61.17,60.36,64.54,56.69
2013-09-21,0.0,22.62,81.32,1018.08,10.02,8.0,6.24,56.69,0.0,0.0,0.0,56.69,61.17,60.36,61.12
2013-09-22,21.77,22.25,62.19,1012.33,12.99,8.0,9.07,61.12,0.0,0.0,0.0,61.12,56.69,61.17,65.11
2013-09-23,0.0,23.85,71.95,1007.06,9.19,8.0,6.3,65.11,21.77,0.0,0.0,65.11,61.12,56.69,65.93
2013-09-24,0.0,22.83,74.51,1009.24,12.81,8.0,8.01,65.93,0.0,21.77,0.0,65.93,65.11,61.12,59.46
2013-09-25,55.11,20.21,63.01,1009.13,6.48,8.0,6.39,59.46,0.0,0.0,21.77,59.46,65.93,65.11,70.48
2013-09-26,0.0,25.76,73.95,1013.76,9.43,8.0,9.1,70.48,55.11,0.0,0.0,70.48,59.46,65.93,64.21
2013-09-27,31.49,22.49,71.83,1018.97,9.75,8.0,8.19,64.21,0.0,55.11,0.0,64.21,70.48,59.46,79.44
2013-09-28,0.0,22.94,78.37,1011.98,14.29,8.0,8.05,79.44,31.49,0.0,55.11,79.44,64.21,70.48,74.5
2013-09-29,0.0,20.79,62.79,1002.54,10.73,8.0,8.01,74.5,0.0,31.49,0.0,74.5,79.44,64.21,68.15
2013-09-30,0.0,22.13,56.87,1012.94,16.11,8.0,8.79,68.15,0.0,0.0,31.49,68.15,74.5,79.44,58.73
2013-10-01,28.18,21.15,62.13,1013.19,5.28,8.0,7.37,58.73,0.0,0.0,0.0,58.73,68.15,74.5,61.18
2013-10-02,0.0,23.05,66.93,1012.93,10.45,8.0,7.61,61.18,28.18,0.0,0.0,61.18,58.73,68.15,65.28
2013-10-03,9.2,27.88,65.67,1011.0,10.63,8.0,7.78,65.28,0.0,28.18,0.0,65.28,61.18,58.73,61.31
2013-10-04,0.0,20.28,62.31,1015.31,12.17,8.0,6.01,61.31,9.2,0.0,28.18,61.31,65.28,61.18,57.51
2013-10-05,0.0,19.8,51.5,1014.64,7.15,8.0,6.72,57.51,0.0,9.2,0.0,57.51,61.31,65.28,53.42
2013-10-06,7.69,27.62,67.96,1014.27,15.9,8.0,9.19,53.42,0.0,0.0,9.2,53.42,57.51,61.31,44.78
2013-10-07,3.84,23.54,78.27,1016.54,10.05,8.0,6.9,44.78,7.69,0.0,0.0,44.78,53.42,57.51,44.58
2013-10-08,0.0,22.5,67.52,1012.41,6.2,8.0,7.01,44.58,3.84,7.69,0.0,44.58,44.78,53.42,36.9
2013-10-09,0.0,26.89,68.34,1012.2,9.94,8.0,9.0,36.9,0.0,3.84,7.69,36.9,44.58,44.78,32.43
2013-10-10,0.0,22.89,67.89,1021.62,8.9,8.0,7.59,32.43,0.0,0.0,3.84,32.43,36.9,44.58,27.19
2013-10-11,0.0,29.08,66.47,1017.59,19.74,8.0,9.24,27.19,0.0,0.0,0.0,27.19,32.43,36.9,23.71
2013-10-12,0.0,26.32,70.02,1019.01,13.67,8.0,9.34,23.71,0.0,0.0,0.0,23.71,27.19,32.43,22.84
2013-10-13,8.17,23.52,66.07,1021.09,10.17,8.0,7.96,22.84,0.0,0.0,0.0,22.84,23.71,27.19,20.45
2013-10-14,0.0,30.24,60.93,1017.67,9.61,8.0,8.62,20.45,8.17,0.0,0.0,20.45,22.84,23.71,17.06
2013-10-15,0.0,23.45,57.35,1019.76,13.33,8.0,7.95,17.06,0.0,8.17,0.0,17.06,20.45,22.84,10.3
2013-10-16,0.0,26.92,61.0,1007.29,13.5,8.0,7.67,10.3,0.0,0.0,8.17,10.3,17.06,20.45,5.07
2013-10-17,26.84,25.92,64.75,1016.29,0.5,8.0,6.8,5.07,0.0,0.0,0.0,5.07,10.3,17.06,18.3
2013-10-18,0.0,28.54,60.16,1014.43,12.25,8.0,8.97,18.3,26.84,0.0,0.0,18.3,5.07,10.3,19.82
2013-10-19,23.58,29.29,64.39,1023.81,10.1,8.0,7.84,19.82,0.0,26.84,0.0,19.82,18.3,5.07,33.32
2013-10-20,0.0,25.57,65.09,1020.13,5.41,8.0,7.42,33.32,23.58,0.0,26.84,33.32,19.82,18.3,30.65
2013-10-21,0.0,23.71,67.67,1012.42,13.08,8.0,8.98,30.65,0.0,23.58,0.0,30.65,33.32,19.82,27.11
2013-10-22,0.0,26.85,70.64,1017.51,17.86,8.0,8.47,27.11,0.0,0.0,23.58,27.11,30.65,33.32,27.53
2013-10-23,22.64,24.11,62.03,1016.55,11.95,8.0,8.47,27.53,0.0,0.0,0.0,27.53,27.11,30.65,34.54
2013-10-24,5.76,30.94,52.16,1018.06,13.85,8.0,9.14,34.54,22.64,0.0,0.0,34.54,27.53,27.11,31.52
2013-10-25,0.0,26.34,58.72,1010.76,16.31,8.0,9.82,31.52,5.76,22.64,0.0,31.52,34.54,27.53,29.49
2013-10-26,0.0,25.19,61.28,1017.73,7.09,8.0,8.39,29.49,0.0,5.76,22.64,29.49,31.52,34.54,29.64
2013-10-27,0.0,26.66,47.96,1014.86,3.5,8.0,7.27,29.64,0.0,0.0,5.76,29.64,29.49,31.52,25.33
2013-10-28,21.63,22.92,70.36,1017.48,12.3,8.0,8.01,25.33,0.0,0.0,0.0,25.33,29.64,29.49,35.64
2013-10-29,0.0,23.96,61.48,1012.51,9.13,8.0,7.52,35.64,21.63,0.0,0.0,35.64,25.33,29.64,31.16
2013-10-30,0.0,29.48,62.99,1013.27,5.19,8.0,6.86,31.16,0.0,21.63,0.0,31.16,35.64,25.33,33.82
2013-10-31,0.0,24.93,69.72,1022.14,9.73,8.0,8.17,33.82,0.0,0.0,21.63,33.82,31.16,35.64,25.62
2013-11-01,0.0,24.05,55.6,1011.07,12.55,8.0,8.3,25.62,0.0,0.0,0.0,25.62,33.82,31.16,23.4
2013-11-02,0.0,28.09,63.87,1011.51,9.48,8.0,7.59,23.4,0.0,0.0,0.0,23.4,25.62,33.82,23.6
2013-11-03,0.0,29.8,58.93,1016.2,7.25,8.0,6.5,23.6,0.0,0.0,0.0,23.6,23.4,25.62,20.74
2013-11-04,0.0,28.72,58.27,1012.66,9.22,8.0,8.69,20.74,0.0,0.0,0.0,20.74,23.6,23.4,19.88
2013-11-05,0.0,29.5,54.01,1012.15,9.93,8.0,8.18,19.88,0.0,0.0,0.0,19.88,20.74,23.6,20.63
2013-11-06,0.0,25.2,70.93,1017.16,3.25,8.0,7.45,20.63,0.0,0.0,0.0,20.63,19.88,20.74,19.8
2013-11-07,0.0,23.62,56.5,1009.17,9.5,8.0,6.65,19.8,0.0,0.0,0.0,19.8,20.63,19.88,16.33
2013-11-08,0.0,31.01,63.89,1011.71,5.29,8.0,7.94,16.33,0.0,0.0,0.0,16.33,19.8,20.63,12.97
2013-11-09,0.0,26.53,45.73,1027.08,12.31,8.0,8.51,12.97,0.0,0.0,0.0,12.97,16.33,19.8,8.3
2013-11-10,0.0,26.78,66.98,1019.16,4.54,8.0,7.12,8.3,0.0,0.0,0.0,8.3,12.97,16.33,5.0
2013-11-11,7.95,30.81,65.96,1013.19,13.54,8.0,10.36,5.0,0.0,0.0,0.0,5.0,8.3,12.97,11.77
2013-11-12,10.02,28.95,59.15,1019.06,8.57,8.0,8.3,11.77,7.95,0.0,0.0,11.77,5.0,8.3,17.9
2013-11-13,0.0,28.77,56.75,1019.86,8.1,8.0,6.71,17.9,10.02,7.95,0.0,17.9,11.77,5.0,23.4
2013-11-14,20.63,33.12,61.02,1022.05,11.03,8.0,8.67,23.4,0.0,10.02,7.95,23.4,17.9,11.77,31.77
2013-11-15,0.0,26.16,74.12,1016.49,6.97,8.0,6.26,31.77,20.63,0.0,10.02,31.77,23.4,17.9,30.73
2013-11-16,0.0,30.16,45.64,1022.05,10.98,8.0,9.87,30.73,0.0,20.63,0.0,30.73,31.77,23.4,24.92
2013-11-17,0.0,28.05,63.35,1007.03,7.44,8.0,8.08,24.92,0.0,0.0,20.63,24.92,30.73,31.77,19.82
2013-11-18,20.84,28.64,51.38,1011.98,8.05,8.0,7.97,19.82,0.0,0.0,0.0,19.82,24.92,30.73,28.19
2013-11-19,0.0,31.85,57.52,1018.13,11.42,8.0,7.8,28.19,20.84,0.0,0.0,28.19,19.82,24.92,25.8
2013-11-20,0.0,29.36,55.82,1019.0,6.01,8.0,7.99,25.8,0.0,20.84,0.0,25.8,28.19,19.82,29.38
2013-11-21,0.0,29.5,54.46,1012.83,5.57,8.0,8.65,29.38,0.0,0.0,20.84,29.38,25.8,28.19,24.14
2013-11-22,0.0,30.89,57.29,1018.73,10.87,8.0,9.21,24.14,0.0,0.0,0.0,24.14,29.38,25.8,16.43
2013-11-23,0.0,27.35,49.33,1014.35,9.91,8.0,8.69,16.43,0.0,0.0,0.0,16.43,24.14,29.38,13.13
2013-11-24,0.0,26.22,64.38,1016.13,10.59,8.0,9.3,13.13,0.0,0.0,0.0,13.13,16.43,24.14,12.24
2013-11-25,0.0,25.75,44.53,1022.67,11.15,8.0,9.5,12.24,0.0,0.0,0.0,12.24,13.13,16.43,16.65
2013-11-26,0.0,23.5,60.78,1022.13,10.2,8.0,7.9,16.65,0.0,0.0,0.0,16.65,12.24,13.13,15.04
2013-11-27,0.0,33.6,,1012.63,12.13,8.0,9.71,15.04,0.0,0.0,0.0,15.04,16.65,12.24,10.2
2013-11-28,0.0,25.75,48.65,1012.36,10.34,8.0,9.51,10.2,0.0,0.0,0.0,10.2,15.04,16.65,13.86
2013-11-29,4.02,28.0,58.19,1015.62,2.97,8.0,6.43,13.86,0.0,0.0,0.0,13.86,10.2,15.04,17.61
2013-11-30,0.0,27.9,45.8,1017.58,3.88,8.0,7.8,17.61,4.02,0.0,0.0,17.61,13.86,10.2,15.63
2013-12-01,0.0,29.4,56.91,1014.45,16.75,8.0,8.64,15.63,0.0,4.02,0.0,15.63,17.61,13.86,8.14
2013-12-02,0.0,30.71,46.61,1022.97,10.0,8.0,8.35,8.14,0.0,0.0,4.02,8.14,15.63,17.61,5.0
2013-12-03,0.0,30.86,59.73,1019.53,13.33,8.0,10.16,5.0,0.0,0.0,0.0,5.0,8.14,15.63,6.36
2013-12-04,0.0,27.28,49.98,1019.84,8.79,8.0,7.39,6.36,0.0,0.0,0.0,6.36,5.0,8.14,9.74
2013-12-05,0.0,28.35,53.24,1011.5,9.8,8.0,9.19,9.74,0.0,0.0,0.0,9.74,6.36,5.0,8.73
2013-12-06,0.0,29.51,58.4,1023.69,8.41,8.0,7.73,8.73,0.0,0.0,0.0,8.73,9.74,6.36,6.94
2013-12-07,0.0,28.21,50.89,1003.78,18.63,8.0,10.52,6.94,0.0,0.0,0.0,6.94,8.73,9.74,5.0
2013-12-08,0.0,32.87,55.85,1022.07,10.89,8.0,10.14,5.0,0.0,0.0,0.0,5.0,6.94,8.73,6.22
2013-12-09,0.0,30.1,45.61,1022.58,8.13,8.0,7.58,6.22,0.0,0.0,0.0,6.22,5.0,6.94,5.0
2013-12-10,0.0,30.74,60.59,1015.77,4.22,8.0,8.22,5.0,0.0,0.0,0.0,5.0,6.22,5.0,5.0
2013-12-11,0.0,30.57,68.5,1024.31,16.91,8.0,10.44,5.0,0.0,0.0,0.0,5.0,5.0,6.22,8.64
2013-12-12,13.48,31.87,75.66,1017.64,9.43,8.0,8.2,8.64,0.0,0.0,0.0,8.64,5.0,5.0,15.99
2013-12-13,0.0,29.4,56.72,1018.28,12.6,8.0,9.3,15.99,13.48,0.0,0.0,15.99,8.64,5.0,21.52
2013-12-14,49.41,25.72,61.58,1019.67,13.0,8.0,7.51,21.52,0.0,13.48,0.0,21.52,15.99,8.64,38.96
2013-12-15,0.0,29.97,43.58,1033.91,8.38,8.0,10.09,38.96,49.41,0.0,13.48,38.96,21.52,15.99,39.29
2013-12-16,0.0,27.36,66.55,1024.71,12.35,8.0,7.93,39.29,0.0,49.41,0.0,39.29,38.96,21.52,45.45
2013-12-17,4.09,,61.45,1021.5,7.89,8.0,7.69,45.45,0.0,0.0,49.41,45.45,39.29,38.96,44.03
2013-12-18,0.0,30.46,52.62,1013.43,6.53,8.0,7.96,44.03,4.09,0.0,0.0,44.03,45.45,39.29,42.61
2013-12-19,0.0,32.09,64.66,1018.72,14.08,8.0,9.38,42.61,0.0,4.09,0.0,42.61,44.03,45.45,39.91
2013-12-20,0.0,29.05,54.22,1013.93,9.45,8.0,8.7,39.91,0.0,0.0,4.09,39.91,42.61,44.03,41.21
2013-12-21,0.0,29.77,52.8,1022.11,11.81,8.0,9.13,41.21,0.0,0.0,0.0,41.21,39.91,42.61,38.27
2013-12-22,0.0,33.25,59.33,1018.7,11.44,8.0,8.19,38.27,0.0,0.0,0.0,38.27,41.21,39.91,33.58
2013-12-23,0.0,29.59,48.57,1012.37,12.23,8.0,7.85,33.58,0.0,0.0,0.0,33.58,38.27,41.21,30.23
2013-12-24,8.83,35.49,63.18,1018.39,4.55,8.0,9.63,30.23,0.0,0.0,0.0,30.23,33.58,38.27,30.08
2013-12-25,0.0,30.39,48.65,1013.73,7.95,8.0,9.22,30.08,8.83,0.0,0.0,30.08,30.23,33.58,33.22
2013-12-26,0.0,24.56,48.71,1018.73,8.86,8.0,6.75,33.22,0.0,8.83,0.0,33.22,30.08,30.23,34.69
2013-12-27,0.0,30.83,49.72,1013.67,7.09,8.0,8.52,34.69,0.0,0.0,8.83,34.69,33.22,30.08,35.5
2013-12-28,0.0,29.89,61.43,1018.09,11.5,8.0,9.36,35.5,0.0,0.0,0.0,35.5,34.69,33.22,23.75
2013-12-29,0.0,32.14,51.83,1021.69,14.15,8.0,11.05,23.75,0.0,0.0,0.0,23.75,35.5,34.69,19.38
2013-12-30,35.78,30.58,46.74,1017.66,14.71,8.0,8.96,19.38,0.0,0.0,0.0,19.38,23.75,35.5,28.4
2013-12-31,0.0,28.53,51.98,1015.96,8.81,8.0,9.02,28.4,35.78,0.0,0.0,28.4,19.38,23.75,38.38
2014-01-01,0.0,25.78,56.04,1018.9,11.02,8.0,8.79,38.38,0.0,35.78,0.0,38.38,28.4,19.38,35.46
2014-01-02,0.0,28.29,48.05,1021.36,11.56,8.0,8.06,35.46,0.0,0.0,35.78,35.46,38.38,28.4,33.06
2014-01-03,0.0,26.66,48.3,1012.31,12.17,8.0,8.24,33.06,0.0,0.0,0.0,33.06,35.46,38.38,35.97
2014-01-04,0.0,27.31,71.19,1019.13,6.93,8.0,7.09,35.97,0.0,0.0,0.0,35.97,33.06,35.46,32.67
2014-01-05,0.0,30.2,50.45,1024.39,16.37,8.0,9.81,32.67,0.0,0.0,0.0,32.67,35.97,33.06,27.04
2014-01-06,3.35,32.87,54.27,1020.65,13.24,8.0,8.09,27.04,0.0,0.0,0.0,27.04,32.67,35.97,25.23
2014-01-07,0.0,29.64,54.02,1018.04,13.33,8.0,8.82,25.23,3.35,0.0,0.0,25.23,27.04,32.67,17.75
2014-01-08,0.0,,53.71,1020.93,14.21,8.0,8.4,17.75,0.0,3.35,0.0,17.75,25.23,27.04,10.81
2014-01-09,0.0,29.69,61.07,1019.96,11.87,8.0,7.11,10.81,0.0,0.0,3.35,10.81,17.75,25.23,11.07
2014-01-10,0.0,31.53,63.43,1021.44,6.4,8.0,8.36,11.07,0.0,0.0,0.0,11.07,10.81,17.75,5.0
2014-01-11,0.0,26.97,54.73,1007.52,9.51,8.0,8.66,5.0,0.0,0.0,0.0,5.0,11.07,10.81,5.0
2014-01-12,39.61,28.11,48.3,1009.84,4.22,8.0,6.32,5.0,0.0,0.0,0.0,5.0,5.0,11.07,20.32
2014-01-13,0.0,28.43,65.96,1022.59,11.45,8.0,8.52,20.32,39.61,0.0,0.0,20.32,5.0,5.0,32.39
2014-01-14,0.0,26.38,56.45,1010.01,9.41,8.0,6.93,32.39,0.0,39.61,0.0,32.39,20.32,5.0,35.04
2014-01-15,12.21,29.92,69.32,1019.5,9.86,8.0,8.52,35.04,0.0,0.0,39.61,35.04,32.39,20.32,34.54
2014-01-16,0.0,27.94,41.58,1015.7,14.21,8.0,9.93,34.54,12.21,0.0,0.0,34.54,35.04,32.39,35.91
2014-01-17,10.66,29.23,58.76,1012.44,8.4,8.0,7.78,35.91,0.0,12.21,0.0,35.91,34.54,35.04,37.83
2014-01-18,11.87,25.91,70.92,1019.13,9.12,8.0,7.63,37.83,10.66,0.0,12.21,37.83,35.91,34.54,36.55
